startup,industry,subvertical,city,investors,round,amount,date,year,month
AutoFlow,SaaS,DevTools,Kolkata,Tiger Global Management,Series B,204.07,2023-07-18,2023,7
CloudPay,FinTech,NeoBank,Bengaluru,"Blume Ventures, Info Edge",Seed,9.26,2020-08-15,2020,8
DataHive,Logistics,Fleet Management,Delhi,"LCatterton, Omidyar Network",Series C,242.38,2023-07-30,2023,7
HomeFoods,Enterprise,Automation,Kolkata,Mirae Asset,Growth,3384.75,2021-03-19,2021,3
UrbanStack,Media,Social,Gurugram,LCatterton,Seed,0.87,2023-04-01,2023,4
WorkPay,FinTech,InsurTech,Bengaluru,"Falcon Edge, Sequoia Capital India, Ventures India",Pre-Seed,0.24,2022-08-21,2022,8
GrowthCare,Media,Social,Kolkata,"Kedaara Capital, Ventures India",Series A,12.95,2020-06-19,2020,6
Freshworks,EdTech,K12,Pune,Sequoia Capital India,Seed,8.37,2023-08-19,2023,8
BigBasket,HealthTech,Health Analytics,Ahmedabad,"Mirae Asset, Nexus Venture Partners",Series B,262.44,2020-02-19,2020,2
CoreConnect,Enterprise,Security,Kolkata,"LCatterton, SoftBank Vision Fund, Tiger Global",Series B,176.96,2020-01-03,2020,1
GreenMart,Retail,Grocery,Ahmedabad,Bessemer Venture Partners,Series A,21.94,2024-06-15,2024,6
HealthRise,SaaS,B2B SaaS,Noida,LCatterton,Bridge,10.55,2023-10-13,2023,10
FreshToHome,FoodTech,Food Delivery,Kolkata,Blume Ventures,Series A,24.02,2022-01-18,2022,1
CRED,Mobility,Micro Mobility,Gurugram,A91 Partners,Seed,8.44,2021-11-16,2021,11
GrowthCare,Retail,Fashion,Gurugram,SoftBank Vision Fund,Series C,545.22,2024-04-07,2024,4
NextStack,FoodTech,Food Delivery,Bengaluru,"Falcon Edge, Mirae Asset",Seed,1.67,2021-12-08,2021,12
NeoTech,Mobility,Micro Mobility,Noida,"Prosus Ventures, Y Combinator",Angel,0.17,2022-07-14,2022,7
Byju's,EdTech,Coding Bootcamp,Mumbai,Elevation Capital,Seed,1.26,2025-01-12,2025,1
Dunzo,E-commerce,Marketplace,Hyderabad,"Lightspeed India, Nexus Venture Partners",Seed,6.54,2020-10-30,2020,10
DataAnalytics,RealEstate,Rental Tech,Delhi,"Sequoia Capital India, Ventures India",Series A,32.39,2022-05-10,2022,5
FinFoods_744,Enterprise,Analytics,Noida,"Ribbit Capital, SoftBank Vision Fund",Series B,79.01,2022-04-23,2022,4
NeoSense,RealEstate,Rental Tech,Noida,"Elevation Capital, Nexus Venture Partners",Series D,3293.23,2022-06-30,2022,6
BigBasket,HealthTech,Pharmacy,Gurugram,Bessemer Venture Partners,Series A,23.47,2025-06-11,2025,6
Postman,HealthTech,Pharmacy,Hyderabad,"Kedaara Capital, Peak XV",Series A,36.17,2020-12-06,2020,12
SmartTech,HealthTech,Diagnostics,Delhi,A91 Partners,Seed,11.75,2020-03-25,2020,3
Dailyhunt,Logistics,Supply Chain,Delhi,Prosus Ventures,Seed,4.15,2023-12-19,2023,12
FoodSolutions,Consumer Electronics,Smart Home,Delhi,Kalaari Capital,Series A,11.39,2020-09-05,2020,9
Chargebee,Retail,E-Retail,Kolkata,Tiger Global Management,Angel,0.7,2020-11-15,2020,11
ClearDekho,SaaS,HRTech,Kolkata,"Bessemer Venture Partners, Prosus Ventures",Angel,0.27,2025-06-08,2025,6
Ola,SaaS,B2B SaaS,Kolkata,"A91 Partners, Kalaari Capital, SoftBank Vision Fund",Angel,0.12,2020-10-12,2020,10
HomeAnalytics,E-commerce,D2C,Bengaluru,"Bessemer Venture Partners, Falcon Edge",Series A,12.1,2021-02-03,2021,2
QuantumSolutions,E-commerce,Grocery,Kolkata,Tiger Global Management,Series B,375.1,2025-05-15,2025,5
DriveFit,SaaS,B2B SaaS,Pune,Y Combinator,Pre-Series A,3.46,2024-01-06,2024,1
HealthAnalytics,Logistics,Supply Chain,Noida,"Kalaari Capital, Ventures India",Seed,2.97,2024-01-30,2024,1
Ola,Logistics,Last Mile,Chennai,Zodius Capital,Series B,494.77,2022-04-28,2022,4
Unacademy,HealthTech,Diagnostics,Hyderabad,"Tiger Global, Tiger Global Management",Series A,70.23,2024-11-11,2024,11
UrbanSolutions,FoodTech,Grocery,Hyderabad,"Kedaara Capital, Ventures India",Pre-Series A,1.18,2023-02-12,2023,2
FinSense,Enterprise,Security,Hyderabad,Zodius Capital,Series A,19.31,2020-03-27,2020,3
Oyo,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,1.04,2024-06-08,2024,6
Delhivery,RealEstate,Rental Tech,Kolkata,Kalaari Capital,Seed,6.46,2023-09-25,2023,9
NeoLabs,RealEstate,PropTech,Bengaluru,"Tiger Global, Tiger Global Management",Seed,0.47,2021-07-21,2021,7
ShareChat,AgriTech,Smart Farming,Ahmedabad,"Prosus Ventures, Tiger Global Management, Zodius Capital",Series A,38.84,2021-06-12,2021,6
NimbusWorks,AgriTech,Supply Chain,Hyderabad,SoftBank Vision Fund,Seed,6.91,2020-04-29,2020,4
HyperSpace,FinTech,WealthTech,Pune,Tiger Global,Pre-Series A,6.25,2025-02-10,2025,2
Cars24,Mobility,Micro Mobility,Mumbai,"Accel, Blume Ventures, Ventures India",Series A,20.96,2024-04-18,2024,4
AgriSense,Enterprise,Automation,Hyderabad,"Falcon Edge, Y Combinator",Seed,8.58,2023-11-30,2023,11
SmartCare_770,Mobility,EV,Pune,LCatterton,Series C,223.98,2022-04-23,2022,4
BharatPe,E-commerce,Marketplace,Delhi,Bessemer Venture Partners,Series A,82.15,2024-08-30,2024,8
Porter,FoodTech,Food Delivery,Mumbai,Mirae Asset,Seed,0.66,2020-09-25,2020,9
FreshTech,HealthTech,Health Analytics,Ahmedabad,Blume Ventures,Series A,24.34,2025-06-09,2025,6
Oyo,FinTech,Payments,Gurugram,Prosus Ventures,Seed,7.86,2023-11-22,2023,11
BigBasket,HealthTech,Diagnostics,Delhi,"Accel, Sequoia Capital India, Ventures India",Debt,2.11,2022-05-20,2022,5
AgriHive,FinTech,Lending,Mumbai,"Mirae Asset, Omidyar Network",Pre-Seed,0.28,2023-09-13,2023,9
AutoStack_777,Logistics,Fleet Management,Bengaluru,LCatterton,Series C,1173.66,2024-05-21,2024,5
CoreFlow,EdTech,K12,Pune,"Peak XV, Y Combinator",Pre-Seed,0.87,2020-10-25,2020,10
BharatPe,Enterprise,Automation,Ahmedabad,Accel,Seed,4.42,2023-03-13,2023,3
UrbanStack,Media,Social,Hyderabad,"Kedaara Capital, Sequoia Capital India",Seed,5.37,2024-03-24,2024,3
Meesho,Mobility,Micro Mobility,Kolkata,Info Edge,Pre-Series A,2.9,2023-04-22,2023,4
AeroStack,SaaS,MarTech,Chennai,"Accel, Tiger Global Management",Seed,1.05,2021-04-11,2021,4
NeoTech,Mobility,Ride Sharing,Kolkata,A91 Partners,Series C,423.33,2023-12-14,2023,12
Razorpay,E-commerce,D2C,Kolkata,"Omidyar Network, SoftBank Vision Fund",Seed,0.81,2021-08-03,2021,8
Ola,EdTech,Coding Bootcamp,Hyderabad,IFC,Debt,234.94,2022-05-26,2022,5
FarmBox,SaaS,DevTools,Bengaluru,"Accel, Info Edge, Prosus Ventures",Debt,31.17,2022-10-03,2022,10
WorkFit,FoodTech,Food Delivery,Ahmedabad,Tiger Global,Bridge,1.82,2024-02-27,2024,2
BlueRise,AgriTech,Smart Farming,Mumbai,"Mirae Asset, Ventures India",Seed,2.28,2022-05-19,2022,5
SkillFlow,Retail,Fashion,Chennai,"Peak XV, Tiger Global Management",Pre-Series A,7.35,2023-09-27,2023,9
QuantumSolutions,Consumer Electronics,Audio,Mumbai,Ribbit Capital,Seed,0.73,2022-10-15,2022,10
HyperSpace_791,Media,Social,Mumbai,Y Combinator,Series A,40.6,2020-02-24,2020,2
NeoSense,AgriTech,Marketplace,Mumbai,"Bessemer Venture Partners, Ventures India",Series C,653.25,2023-09-15,2023,9
CloudPay,Consumer Electronics,Wearables,Noida,"A91 Partners, Peak XV",Seed,3.96,2021-12-04,2021,12
GreenMart,E-commerce,Fashion,Kolkata,"Info Edge, Sequoia Capital India",Seed,0.44,2022-02-09,2022,2
Oyo,Media,Social,Kolkata,"A91 Partners, Kalaari Capital, Ventures India",Series A,88.06,2021-10-01,2021,10
NeoLabs,RealEstate,Rental Tech,Ahmedabad,Falcon Edge,Series A,103.59,2023-02-25,2023,2
DriveFit,AgriTech,Smart Farming,Ahmedabad,SoftBank Vision Fund,Series B,198.85,2024-04-18,2024,4
ClearTax,AgriTech,Supply Chain,Delhi,"Omidyar Network, Ribbit Capital, Ventures India",Series D,2063.95,2021-12-15,2021,12
QuantumAnalytics,SaaS,HRTech,Chennai,Matrix Partners India,Pre-Series A,6.95,2023-09-16,2023,9
FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,5.64,2020-12-13,2020,12
GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,12.54,2022-05-12,2022,5
CoreSpace,SaaS,MarTech,Ahmedabad,Zodius Capital,Pre-Series A,3.13,2023-03-18,2023,3
Practo,Media,Streaming,Gurugram,"Omidyar Network, SoftBank Vision Fund, Y Combinator",Seed,3.89,2022-10-26,2022,10
DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,1.98,2021-06-27,2021,6
FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,319.76,2023-03-30,2023,3
SkillFlow_806,Retail,Fashion,Kolkata,Ribbit Capital,Pre-Series A,7.14,2021-12-12,2021,12
Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,540.19,2021-10-03,2021,10
AutoStack,Consumer Electronics,Smart Home,Noida,"A91 Partners, IFC, Kedaara Capital",Seed,2.19,2020-02-08,2020,2
Meesho,RealEstate,Rental Tech,Kolkata,"IFC, Zodius Capital",Seed,0.63,2023-07-30,2023,7
DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,119.5,2022-01-16,2022,1
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,9.16,2024-08-27,2024,8
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,0.66,2023-05-16,2023,5
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,12.4,2024-08-21,2024,8
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,10.28,2020-02-29,2020,2
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,676.57,2020-04-23,2020,4
Delhivery,Enterprise,Analytics,Chennai,"Kalaari Capital, LCatterton, Zodius Capital",Angel,0.24,2023-10-07,2023,10
FinSense,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Angel,0.14,2022-12-04,2022,12
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,0.51,2024-07-10,2024,7
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,1.43,2020-08-06,2020,8
SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,73.0,2022-02-06,2022,2
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,8.41,2022-01-23,2022,1
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,1.42,2022-02-26,2022,2
ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,24.4,2021-04-29,2021,4
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,0.21,2024-03-29,2024,3
BharatPe,Consumer Electronics,Smart Home,Pune,"IFC, Kalaari Capital, Sequoia Capital India",Growth,4702.41,2024-04-19,2024,4
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,1035.15,2024-08-06,2024,8
Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,1.84,2024-02-02,2024,2
ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,320.7,2024-06-08,2024,6
HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,28.24,2025-06-08,2025,6
FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,0.95,2023-11-08,2023,11
BlueRise,SaaS,DevTools,Chennai,"Lightspeed India, Peak XV",Growth,1369.62,2025-04-18,2025,4
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,61.33,2020-12-11,2020,12
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,0.8,2023-03-07,2023,3
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,2.61,2024-01-01,2024,1
NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,25.81,2021-02-27,2021,2
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,12.13,2021-06-20,2021,6
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,1.58,2022-08-18,2022,8
AutoMart,Media,Content,Chennai,Accel,Series B,207.56,2021-06-08,2021,6
HealthWorks_839,EdTech,Coding Bootcamp,Pune,"Omidyar Network, Tiger Global Management, Ventures India",Debt,42.22,2025-04-07,2025,4
FarmFit_840,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global Management, Y Combinator",Seed,0.43,2022-03-19,2022,3
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,2390.82,2020-09-27,2020,9
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,0.8,2025-06-27,2025,6
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,112.04,2024-04-08,2024,4
DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,12.42,2025-03-05,2025,3
Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,25.51,2020-11-30,2020,11
NimbusLabs_846,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,10.46,2024-09-28,2024,9
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,0.82,2023-04-14,2023,4
MediHive,AgriTech,Supply Chain,Chennai,"LCatterton, Prosus Ventures",Angel,0.19,2021-05-19,2021,5
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,3.27,2025-03-17,2025,3
HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,9.95,2025-05-10,2025,5
MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,6.6,2024-02-07,2024,2
Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,0.9,2020-04-23,2020,4
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,1.31,2021-03-02,2021,3
CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,0.89,2022-10-02,2022,10
LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,0.84,2022-07-01,2022,7
Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,9.16,2022-06-08,2022,6
SmartMart,RealEstate,Rental Tech,Delhi,"Accel, Mirae Asset, Ribbit Capital",Angel,0.17,2022-12-15,2022,12
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,27.77,2023-11-02,2023,11
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,0.05,2022-11-17,2022,11
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,1355.81,2021-12-28,2021,12
AeroAnalytics_861,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,2.21,2021-01-08,2021,1
Delhivery,SaaS,MarTech,Kolkata,Tiger Global Management,Series A,34.34,2021-06-26,2021,6
DataEdge,E-commerce,Grocery,Hyderabad,"Falcon Edge, Sequoia Capital India",Growth,1328.07,2020-08-05,2020,8
Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global Management",Series A,24.57,2022-04-09,2022,4
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,755.61,2020-06-28,2020,6
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,0.74,2023-08-21,2023,8
DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,0.81,2024-04-25,2024,4
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,9.97,2022-08-23,2022,8
HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,13.6,2020-07-29,2020,7
NimbusLabs,AgriTech,Marketplace,Noida,"Falcon Edge, Kalaari Capital",Debt,8.45,2020-03-16,2020,3
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,0.31,2023-03-26,2023,3
NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,47.48,2025-04-06,2025,4
SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,1.88,2021-03-25,2021,3
InMobi,HealthTech,Pharmacy,Chennai,"Mirae Asset, Ribbit Capital, Y Combinator",Bridge,0.46,2024-09-02,2024,9
BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,63.98,2020-06-25,2020,6
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global Management,Seed,5.82,2023-02-14,2023,2
Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,4.71,2024-10-26,2024,10
Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,0.46,2021-04-03,2021,4
AgriFit,Retail,Fashion,Hyderabad,"Accel, IFC, Omidyar Network",Angel,0.08,2024-10-13,2024,10
Postman,Consumer Electronics,Wearables,Mumbai,"IFC, Omidyar Network",Bridge,0.97,2024-05-19,2024,5
Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,51.2,2020-12-08,2020,12
Cars24,Media,Content,Noida,Blume Ventures,Series A,8.76,2024-11-17,2024,11
Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,527.42,2022-06-18,2022,6
FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,7.93,2024-01-04,2024,1
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,0.81,2022-05-28,2022,5
ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,972.3,2024-01-09,2024,1
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,1.0,2024-04-03,2024,4
WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,1.05,2024-12-19,2024,12
HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,16.04,2020-10-27,2020,10
Ola,Media,Content,Chennai,Accel,Series C,1173.71,2024-12-09,2024,12
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,84.23,2023-01-12,2023,1
FreshTech,Retail,Fashion,Delhi,"Matrix Partners India, Omidyar Network",Pre-Seed,1.12,2024-12-28,2024,12
Oyo,Media,Content,Noida,Matrix Partners India,Seed,1.79,2020-05-02,2020,5
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,1013.53,2025-04-11,2025,4
MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,0.89,2023-09-27,2023,9
LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,367.18,2022-01-09,2022,1
Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,6.54,2020-09-23,2020,9
CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global Management",Series A,8.6,2023-07-27,2023,7
NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global Management",Series A,10.47,2022-09-19,2022,9
Housejoy,Media,Social,Kolkata,Peak XV,Series A,14.57,2024-03-08,2024,3
Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,0.46,2022-01-26,2022,1
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,0.81,2022-09-22,2022,9
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,3177.75,2021-03-17,2021,3
NeoLabs_904,Mobility,EV,Mumbai,A91 Partners,Growth,1261.99,2022-05-05,2022,5
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,11.17,2020-10-10,2020,10
EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,1518.78,2023-09-22,2023,9
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,107.06,2024-11-08,2024,11
FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,1.08,2023-06-21,2023,6
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global Management,Series B,118.91,2022-12-25,2022,12
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,821.01,2023-05-27,2023,5
FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,1.11,2020-02-19,2020,2
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,4.15,2021-01-09,2021,1
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,1.88,2025-05-22,2025,5
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,2.95,2021-10-25,2021,10
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,540.79,2023-04-15,2023,4
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,1.23,2022-08-09,2022,8
Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,13.73,2025-05-27,2025,5
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,2407.99,2022-10-21,2022,10
SmartCare,HealthTech,Diagnostics,Noida,"Info Edge, Sequoia Capital India",Bridge,0.7,2025-05-22,2025,5
SmartMart,AgriTech,Smart Farming,Delhi,"Elevation Capital, Matrix Partners India",Pre-Seed,1.23,2025-03-26,2025,3
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,31.07,2022-11-11,2022,11
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,495.68,2024-08-27,2024,8
QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global Management",Series B,381.21,2025-06-29,2025,6
DataHive,AgriTech,Smart Farming,Bengaluru,"LCatterton, Omidyar Network, Sequoia Capital India",Angel,0.15,2020-09-30,2020,9
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,176.42,2023-01-07,2023,1
Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,87.41,2021-12-23,2021,12
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,3.06,2022-01-28,2022,1
HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,4.29,2024-07-29,2024,7
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,1.07,2025-01-26,2025,1
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,12.1,2023-02-04,2023,2
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,420.15,2020-09-17,2020,9
HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,4003.6,2020-02-17,2020,2
AutoFlow_933,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,1392.32,2021-10-23,2021,10
NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,13.21,2020-03-30,2020,3
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global Management,Seed,1.14,2023-03-17,2023,3
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,0.04,2021-02-07,2021,2
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,1.36,2022-06-03,2022,6
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,0.64,2021-11-28,2021,11
FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global Management",Series A,39.55,2020-07-14,2020,7
GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,348.67,2020-05-06,2020,5
Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,37.23,2021-08-26,2021,8
Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,3.72,2024-06-16,2024,6
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,78.51,2023-04-18,2023,4
UrbanStack,E-commerce,Grocery,Gurugram,"Falcon Edge, Mirae Asset, Y Combinator",Angel,0.07,2020-09-15,2020,9
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,171.02,2020-05-03,2020,5
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,12.03,2023-01-13,2023,1
FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,94.97,2023-09-08,2023,9
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,10.42,2023-08-04,2023,8
DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,41.85,2021-11-09,2021,11
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,3.8,2024-11-29,2024,11
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,50.26,2021-03-12,2021,3
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,0.79,2020-01-14,2020,1
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,12.11,2022-06-20,2022,6
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,1.94,2020-12-22,2020,12
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,1.7,2020-12-26,2020,12
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,2.81,2021-03-06,2021,3
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,0.49,2025-06-24,2025,6
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,260.42,2021-01-27,2021,1
DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,61.25,2024-10-15,2024,10
LogiMart_960,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,502.17,2025-06-06,2025,6
HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,3.84,2022-11-07,2022,11
NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,81.94,2022-12-12,2022,12
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,1.74,2025-01-06,2025,1
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,18.14,2025-03-30,2025,3
WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,21.75,2021-04-16,2021,4
